"MD_EARN_WNE_P6","HIGHDEG","REGION","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","C150_4","C150_L4","UGDS","UGDS_MEN","NPT4_PUB","NPT4_PRIV","PCIP04","PCIP05","PCIP09","PCIP11","PCIP12","PCIP14","PCIP23","PCIP26","PCIP27","PCIP38","PCIP42","PCIP45","PCIP50","PCIP51","PCIP52","PCIP54","ADM_RATE","SAT_AVG"
36197,NA,"Southeast",0.6277,0.2177,0.0723,0.84,0.0029,7e-04,0.3959,NA,10994,0.3733,11910,NA,0,0,0.0316,0.0365,0,0,0.0207,0.0452,0.0054,0,0.0555,0.0103,0.0337,0.1197,0.1904,0.018,0.8963,1105
31782,NA,"Southeast",0.0228,0.9303,0.0069,0.3,0.0023,4e-04,0.3042,NA,5612,0.355,16579,NA,0,0,0.0421,0.019,0,0.0598,0.0177,0.0421,0.0082,0,0.0707,0.0679,0.0054,0.231,0.1617,0.0068,0.3724,1019
27291,NA,"Southeast",0.0168,0.7068,0.0064,0.29,0.0029,0,0.25,NA,1726,0.2723,7097,NA,0,0,0,0.0256,0,0,0.0128,0.0447,0.0319,0,0.115,0,0,0.1022,0.1278,0.0096,0.3009,925
35980,NA,"Southeast",0.6496,0.201,0.0572,2.34,0.0033,0.0013,0.4821,NA,14245,0.4279,11228,NA,0.0111,0,0.0286,0.0347,0,0.1011,0.0132,0.0393,0.0093,0,0.0336,0.0268,0.0439,0.2154,0.1426,0.0064,0.5599,1202
46457,NA,"Southeast",0.6918,0.0734,0.0768,4.72,0.0021,0.0021,0.8536,NA,7920,0.4087,NA,35132,0.0176,0.0053,0.0693,0.0229,0,0.0474,0.0293,0.1002,0.0117,0.0117,0.0554,0.1577,0.0336,0.0884,0.2467,0.0144,0.1733,1428
35999,NA,"Southeast",0.0189,0.7985,0.0394,5.58,0.0012,8e-04,0.4932,NA,2437,0.2495,NA,19569,0,0,0.0533,0.0067,0,0,0.02,0.4133,0.01,0,0.1233,0.0367,0.03,0.07,0.0767,0.0133,0.5788,1133
55407,NA,"New England",0.8531,0.0226,0.0056,1.69,0,0,1,NA,177,0.1017,NA,14418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4783,925
47810,NA,"New England",0.625,0.0415,0.0745,7.8,0.0025,0.0025,0.9049,NA,2000,0.4755,NA,18553,0,0.0413,0,0.0227,0,0,0.0455,0.1281,0.0579,0.0269,0.0764,0.281,0.0372,0,0,0.0372,0.1306,1437
41539,NA,"New England",0.7832,0.0426,0.0329,0.68,0.0097,0.0029,0.4571,NA,1033,0.2701,12107,NA,0,0,0,0.0323,0,0,0.0138,0.023,0,0,0,0.0507,0,0.5576,0.0737,0,0.9502,1005
38035,NA,"New England",0.8445,0.0196,0.0411,1.48,0.008,2e-04,0.5981,NA,8861,0.5338,16388,NA,0,0.0034,0.0449,0.017,0,0.1369,0.0148,0.0676,0.0028,0.0057,0.0557,0.0545,0.0165,0.0756,0.1477,0.0063,0.9234,1156
67462,NA,"New England",0.855,0.0133,0.0327,1.33,0.0051,0.002,0.7574,NA,979,0.8427,22764,NA,0,0,0,0,0,0.4575,0,0.0283,0,0,0,0,0,0,0.1053,0,0.5502,1104
44713,NA,"New England",0.8907,0.0122,0.0025,2.98,0.0034,0.0013,0.625,NA,2379,0.3026,NA,33729,0,0,0,0,0,0,0.0084,0.2767,0.0105,0,0.0419,0.0377,0.0021,0.4256,0.0294,0,0.7982,1146
47687,NA,"New England",0.4915,0.0163,0.0198,1.06,0.0064,0,0.6266,NA,1412,0.3534,NA,26405,0,0,0.0149,0.006,0,0,0.0179,0.0537,0.006,0,0.0149,0.0239,0.0209,0.4925,0.1134,0.006,0.8362,1069
37949,NA,"New England",0.7906,0.0663,0.0329,2.37,0.008,6e-04,0.3946,NA,5281,0.4162,12180,NA,0,0.0027,0.0473,0.0286,0,0.0214,0.0429,0.0473,0.0089,0.0063,0.0402,0.1277,0.0304,0.2134,0.2036,0.0223,0.8543,1050
47830,NA,"Mid East",0.3246,0.473,0.0402,4.67,0.006,0.0064,0.3674,NA,2486,0.4071,21373,NA,0,0,0.051,0.0174,0,0,0.0295,0,0,0.0054,0.0349,0.0322,0.0215,0.0658,0.3611,0.0201,0.784,1020
73041,NA,"Mid East",0.4356,0.26,0.0913,4.22,0.0023,0,0.4769,NA,427,0.829,NA,22000,0,0,0,0.4493,0,0.3913,0,0,0,0,0,0,0,0,0.0725,0,0.689,1070
45320,NA,"Mid East",0.0514,0.4976,0.195,2.99,0.0024,0.0024,0.3664,NA,836,0.36,NA,16729,0,0,0.0272,0.0272,0,0,0.0136,0.068,0.0204,0.0272,0.1088,0.0204,0,0.2789,0.1293,0,0.5194,958
35933,NA,"Mid East",0.0224,0.8074,0.0288,0.39,0.003,0,0.2424,NA,2326,0.2197,10422,NA,0,0,0,0.0351,0,0,0.0201,0.0251,0.005,0,0.1253,0.0602,0.005,0.2657,0.1053,0,0.3821,958
39374,NA,"Mid East",0.5214,0.3308,0.0532,2.18,0.0021,2e-04,0.5178,NA,4359,0.4829,14656,NA,0.0039,0,0.0584,0.0604,0,0.036,0.0097,0.0477,0.0078,0.0039,0.0643,0.0604,0.0497,0.1733,0.1285,0.0039,0.7831,1025
75418,NA,"Mid East",0.3061,0.071,0.1415,26.12,0.0013,0.0023,0.9299,NA,5567,0.4863,NA,30701,0,0.002,0,0.0571,0,0.2246,0.0433,0.1786,0.0532,0.0026,0.0236,0.1425,0.0427,0.086,0.019,0.0112,0.1148,1513
49729,NA,"Mid East",0.4005,0.1834,0.0777,21.95,0.0019,0.0013,0.6839,NA,11156,0.5562,18706,NA,0,0.0093,0.0306,0.1926,0,0.0894,0.0216,0.1528,0.0358,0.0034,0.1136,0.1017,0.0559,0.0414,0.0134,0.0209,0.5794,1274
59719,NA,"Mid East",0.4965,0.1164,0.0961,17.47,0.0011,6e-04,0.8618,NA,30184,0.5315,18457,NA,0.0114,0.0114,0.0602,0.0875,0,0.1441,0.0208,0.0754,0.0221,0.0044,0.0385,0.1752,0.0225,0.0496,0.1167,0.0116,0.4716,1390
33152,NA,"Mid East",0.3692,0.0744,0.097,10.54,6e-04,6e-04,0.6993,NA,1774,0.2531,NA,40073,0.0202,0,0,0,0,0,0,0,0,0,0,0,0.9798,0,0,0,0.6426,1178
33202,NA,"Mid East",0.095,0.7076,0.0402,1.65,0.002,8e-04,0.3855,NA,2538,0.4417,17745,NA,0,0,0,0.0373,0,0.0145,0.0353,0.0913,0.0041,0,0.0249,0.0726,0.0228,0.0394,0.2178,0.0083,0.5411,960
36112,NA,"Mid East",0.0175,0.7981,0.0336,0.75,0.0016,5e-04,0.3894,NA,6404,0.4542,16991,NA,0.039,0,0.0711,0.0408,0,0.1526,0.0104,0.0451,0.0035,0.0069,0.0538,0.0685,0.0269,0.0173,0.2177,0.0069,0.6625,998
48213,NA,"Mid East",0.6098,0.1597,0.1213,3.02,0.0027,0.0044,0.6421,NA,1822,0.4846,NA,28060,0,0,0.0587,0.0329,0,0,0.0352,0.0775,0.0164,0.0164,0.0634,0.1573,0.0164,0.0423,0.2864,0.0282,0.6813,1104
48197,NA,"Mid East",0.3856,0.291,0.1293,7.9,0.0012,0,0.5313,NA,835,0.0431,NA,29444,0,0,0.0262,0,0,0,0.0218,0.0349,0,0.0131,0.0175,0.0524,0.0131,0.4803,0.0611,0.0087,0.8763,1069
42860,NA,"Mid East",0.7185,0.0917,0.0676,3.71,0.0013,0.0013,0.7995,NA,1538,0.4213,20637,NA,0,0.0058,0,0.0725,0,0,0.0696,0.1623,0.0464,0.0232,0.142,0.2435,0.0696,0,0,0.058,0.8006,1188
28709,NA,"Mid East",0.616,0.019,0.0506,3.8,0,0,0.7551,NA,474,0.5232,NA,23921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5761,1331
48390,NA,"Mid East",0.539,0.2289,0.0824,6.34,0.0014,0.0011,0.7264,NA,19623,0.4046,18186,NA,0,0.015,0.0859,0.0636,0,0,0.0245,0.0436,0.0085,0.0022,0.0775,0.1046,0.0484,0.1323,0.1475,0.0095,0.79,1131
46856,NA,"Mid East",0.5565,0.2569,0.0619,3.98,0.0023,0.0016,0.5592,NA,3087,0.3547,NA,26099,0,0,0.0167,0.0693,0,0,0.0072,0.0502,0.0036,0,0.0502,0,0.0562,0.2521,0.2246,0.006,0.7316,1113
43563,NA,"Mid East",0.6265,0.1654,0.0707,3.05,0.0032,0,0.6659,NA,1542,0.4903,NA,22302,0,0.0089,0.0623,0.0148,0,0,0.0504,0.0653,0.0208,0.0089,0.0979,0.1484,0.089,0,0.1068,0.0445,0.6431,1151
44961,NA,"New England",0.3787,0.2211,0.2073,1.53,0.0061,0.0077,0.4669,NA,1307,0.368,NA,21848,0,0,0.0467,0,0,0,0.0078,0.0233,0,0,0.0623,0.07,0.0156,0.3852,0.1518,0.0039,0.6839,1010
54333,NA,"New England",0.435,0.1073,0.1283,15.09,0.0049,0,0.933,NA,1855,0.4954,NA,25208,0.0086,0.0817,0,0.0538,0,0,0.0903,0.1097,0.1097,0.0237,0.0452,0.2086,0.0559,0,0,0.0581,0.1281,1449
78443,NA,"New England",0.3617,0.0449,0.1144,12.11,8e-04,8e-04,0.9147,NA,2361,0.5167,NA,35385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2441,1367
32365,NA,"New England",0.8214,0.0536,0.1071,0,0,0,0.7,NA,56,0.5,NA,22029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7727,1010
35972,NA,"New England",0.6864,0.0783,0.0858,2.72,0.0029,0.0029,0.4368,NA,1725,0.4296,NA,31804,0,0,0.0021,0,0,0,0,0.0128,0,0,0.0771,0,0.212,0.409,0.1156,0,0.6634,1087
78514,NA,"New England",0.5906,0.0373,0.0718,8.64,2e-04,0.001,0.8882,NA,4177,0.5988,NA,36919,0,0,9e-04,0.0578,0,0,0,0,0.0149,0,0,0,0,9e-04,0.9171,0,0.4321,1338
70858,NA,"New England",0.5888,0.0408,0.1097,10.08,2e-04,3e-04,0.919,NA,9639,0.474,NA,33562,0,0,0.065,0.0335,0,0,0.039,0.1002,0.0268,0.0122,0.0964,0.2252,0.0138,0.0444,0.234,0.026,0.2789,1429
58876,NA,"New England",0.3741,0.0412,0.1144,15.95,5e-04,0.0013,0.8817,NA,17238,0.3995,NA,30729,0.0033,0.0066,0.1362,0.0411,0,0.0831,0.0146,0.0946,0.0195,0.0076,0.042,0.1372,0.0337,0.0699,0.2299,0.0097,0.2209,1420
52141,NA,"New England",0.4613,0.0527,0.083,14.03,6e-04,0.0017,0.8805,NA,3627,0.3943,NA,37688,0,0.0571,0,0.0868,0,0,0.022,0.1813,0.0352,0.0055,0.0769,0.2374,0.0538,0,0.0374,0.0187,0.3115,1398
40839,NA,"New England",0.7314,0.1136,0.0712,1.75,0.0014,8e-04,0.6035,NA,9312,0.4126,17765,NA,0,0.001,0.0656,0.0148,0,0,0.038,0.0434,0.0232,0.003,0.1288,0.0696,0.0331,0.0316,0.15,0.0301,0.9014,1073
39424,NA,"New England",0.6477,0.1183,0.0777,2.6,0.0034,0.0021,0.5308,NA,2342,0.4189,NA,30293,0,0,0.0889,0.0219,0,0,0.0109,0.026,0,0,0.0793,0.015,0.0178,0.4309,0.1341,0,0.9271,1026
25641,NA,"New England",0.5537,0.138,0.1012,1.18,0.0039,0.0016,0.3903,NA,1275,0.4855,NA,31186,0,0,0.0278,0,0,0,0.0083,0.0028,0.0028,0,0.1056,0.0083,0.2472,0.05,0.2528,0.0194,0.8286,1018
35200,NA,"New England",0.5106,0.2128,0.1398,2.74,0.0076,0.003,0.456,NA,658,0.4666,NA,24149,0,0,0.0473,0.0068,0,0,0,0.1081,0.0203,0.0135,0.0676,0,0.0068,0,0.3919,0.0135,0.6368,1054
44415,NA,"New England",0.6222,0.0317,0.1302,4.72,0.0013,5e-04,0.7875,NA,3817,0.399,NA,43668,0,0,0.161,0,0,0,0.1112,0,0,0,0,0,0.5508,0.0159,0.1324,0,0.3564,1307
49367,NA,"New England",0.6893,0.0668,0.1159,4.61,0.002,5e-04,0.6564,NA,1976,0.25,NA,31203,0,0,0.0576,0,0,0,0.0351,0.2206,0.01,0.0025,0.1454,0.0777,0.0251,0.0852,0.1353,0.0301,0.77,1195
42587,NA,"New England",0.687,0.1084,0.126,2.24,0.001,2e-04,0.6098,NA,4070,0.4698,16647,NA,0,0,0.0487,0.0256,0,0,0.0292,0.1108,0.0122,0,0.0572,0.0317,0.1157,0.1072,0.1194,0.0134,0.8689,1078
43426,NA,"New England",0.6259,0.1201,0.1601,2.94,0.0011,0,0.5623,NA,3804,0.4182,19064,NA,0,0,0,0.0349,0,0,0.0317,0.0393,0.0207,0,0.0961,0.1681,0.0284,0.0393,0.1987,0.0251,0.7329,1046
37017,NA,"New England",0.6798,0.0465,0.0891,5.21,6e-04,0,0.7013,NA,1593,0.3679,NA,26369,0,0,0.0374,0.0187,0,0,0.0668,0.115,0.0267,0.0348,0.0508,0.0642,0.0856,0,0.1604,0.0348,0.7547,1184
77816,NA,"New England",0.4054,0.0803,0.1133,19.22,0.0024,9e-04,0.9771,NA,7582,0.5113,NA,15561,0,0.0132,0,0.0845,0,0.0411,0.0324,0.1251,0.102,0.0192,0.0455,0.311,0.0269,0,0,0.073,0.0473,1520
42408,NA,"New England",0.6691,0.0752,0.097,2.3,0.0012,0.0012,0.6079,NA,1650,0.3612,NA,26185,0,0,0.187,0,0,0,0.0312,0,0.0078,0,0.0753,0.0623,0.0779,0.0519,0.3013,0.0104,0.7978,1074
34818,NA,"New England",0.601,0.0754,0.148,4.89,0.0019,5e-04,0.6103,NA,2108,0.204,NA,32289,0,0,0.0025,0,0,0,0.0504,0.0151,0.0277,0,0.262,0.0151,0.1864,0.1033,0.0831,0.0227,0.7572,1128
51874,NA,"New England",0.5986,0.0637,0.1177,11.46,9e-04,5e-04,0.6292,NA,13385,0.6146,18882,NA,0,7e-04,0,0.128,0,0.1794,0.037,0.0447,0.0147,0.005,0.0584,0.0277,0.0387,0.0914,0.1874,0.011,0.7183,1240
52450,NA,"New England",0.6193,0.0456,0.0694,10.24,0.0012,6e-04,0.7982,NA,23202,0.501,21396,NA,0.0226,0.0052,0.0504,0.033,0,0.0716,0.0214,0.1049,0.0248,0.0027,0.0654,0.113,0.0284,0.092,0.1364,0.0118,0.5992,1302
96681,NA,"New England",0.3641,0.0864,0.0801,21.69,0.0031,0.001,0.7278,NA,3933,0.2832,NA,38127,0,0,0,0,0,0,0,0.0479,0,0,0.0172,0,0,0.935,0,0,0.9348,1144
112623,NA,"New England",0.3167,0.0615,0.1523,27.87,0.0013,4e-04,0.9416,NA,4550,0.5323,NA,18278,0.0077,0,0.001,0.3263,0,0.3933,0.001,0.0584,0.0775,0.0029,0,0.0086,0,0,0.0163,0,0.0674,1545
79354,NA,"New England",0.8724,0.0103,0.0369,1.21,0.0012,0,0.7324,NA,1653,0.8742,20294,NA,0,0,0,0,0,0.4914,0,0,0,0,0,0,0,0,0.1264,0,0.8905,1127
40180,NA,"New England",0.4539,0.0452,0.0726,9.77,0.0014,0.0018,0.8266,NA,2190,0,NA,25937,0.0197,0.0573,0,0.0789,0,0,0.0645,0.1434,0.0287,0.0125,0.0573,0.2401,0.0771,0,0,0.0233,0.5091,1395
35243,NA,"New England",0.7143,0.0849,0.1,2.38,0.0032,8e-04,0.5552,NA,1260,0.3825,17914,NA,0,0,0,0.0318,0,0,0.159,0.0434,0.0145,0.0029,0.1127,0.0983,0.0549,0.0231,0.1879,0.0289,0.7369,1112
65632,NA,"New England",0.4523,0.0387,0.0842,14,4e-04,2e-04,0.8812,NA,13760,0.486,NA,31855,0.0157,3e-04,0.055,0.0459,0,0.1741,0.0053,0.0786,0.0134,0.002,0.0302,0.1214,0.0337,0.107,0.2464,0.0061,0.1934,1466
38562,NA,"New England",0.5546,0.1012,0.1393,1.77,0,0,0.6598,NA,1127,0.2431,NA,22803,0,0,0,0.0414,0,0,0.0089,0.0385,0,0.003,0.0828,0.0059,0,0.4822,0.1006,0.0059,0.6747,1070
46526,NA,"New England",0.6163,0.098,0.174,3.09,0.0013,6e-04,0.5783,NA,6369,0.3762,19265,NA,0,0,0.0504,0.012,0,0,0.021,0.0744,0.009,0.0024,0.0858,0.0354,0.0294,0.1465,0.2311,0.0198,0.847,1065
53249,NA,"New England",0.6335,0.0704,0.0642,11.45,6e-04,6e-04,0.8005,NA,1790,0.0039,NA,28568,0,0.0075,0.0477,0.0201,0,0,0.0302,0.0804,0.0101,0.0025,0.0352,0.103,0.0302,0.3769,0.0528,0.0201,0.6972,1228
37987,NA,"New England",0.7351,0.058,0.0899,2.23,0.0029,0.001,0.7246,NA,2103,0.5064,NA,28387,0,0,0.0361,0.006,0,0,0.01,0.0621,0.012,0,0.0561,0.008,0.012,0.4128,0.0581,0.004,0.6317,1156
44797,NA,"New England",0.5911,0.1636,0.1047,3.88,0.0018,2e-04,0.5627,NA,6649,0.5112,19516,NA,0,0.0058,0,0.0398,0,0.1165,0.0369,0.0427,0.0123,0.0022,0.0796,0.1064,0.0579,0.1491,0.2829,0.0181,0.7754,1093
47459,NA,"New England",0.4749,0.0523,0.1259,7.24,0.0018,6e-04,0.5916,NA,5012,0.4497,NA,30469,0,0,0.1136,0.0387,0,0.0103,0.0215,0.0516,0.0052,0.0034,0.0491,0.1205,0.0379,0,0.4639,0.0164,0.8533,1131
54590,NA,"New England",0.5519,0.0427,0.0693,13.1,2e-04,2e-04,0.9258,NA,5597,0.479,NA,31485,0.0043,0.0256,0,0.0979,0,0.1256,0.0284,0.1157,0.0142,0.0114,0.0596,0.2527,0.0625,0.0284,0,0.0227,0.1462,1461
58175,NA,"New England",0.3834,0.0652,0.1325,21.74,0.0013,0,0.9248,NA,2392,0,NA,22247,0.0102,0.056,0,0.1324,0,0,0.056,0.1545,0.0289,0.0187,0.0628,0.2615,0.056,0,0,0.0187,0.1954,1435
64328,NA,"New England",0.6291,0.0595,0.0656,8.09,7e-04,9e-04,0.6598,NA,4254,0.7915,NA,34369,0.0968,0,0,0.1482,0,0.3874,0,0,0.0117,0,0,0,0.0782,0,0.2112,0,0.7604,1183
52274,NA,"New England",0.744,0.043,0.0914,3.39,0.0033,0.0025,0.6033,NA,2746,0.6278,NA,29941,0,0,0.0304,0.0423,0,0.1889,0.0079,0.037,0.0013,0,0.0515,0.0119,0.0079,0.1017,0.3567,0.0026,0.8537,1160
43458,NA,"New England",0.7546,0.0477,0.1006,1.39,0.0023,2e-04,0.6342,NA,5110,0.4501,18131,NA,0.0069,0.0015,0.0717,0.0259,0,0,0.0221,0.0381,0.0076,0,0.0748,0.0343,0.0359,0.0404,0.1564,0.0244,0.8605,1086
44809,NA,"New England",0.652,0.0543,0.0823,4.74,0.0017,0,0.7806,NA,1750,0.392,NA,29053,0,0.0256,0,0.0256,0,0,0.0597,0.1364,0.017,0.0142,0.1278,0.1619,0.1591,0,0.1563,0.0568,0.6984,1280
59277,NA,"New England",0.503,0.0819,0.1312,12.62,0.001,0,0.9543,NA,2028,0.5187,NA,21239,0,0.0389,0,0.0833,0,0,0.0722,0.1204,0.0889,0.0056,0.0352,0.2556,0.0759,0,0,0.0685,0.1297,1490
40392,NA,"Great Lakes",0.6828,0.0685,0.0539,0.34,0.0022,6e-04,0.4519,NA,1781,0.5255,NA,26402,0,0.0032,0.0514,0,0,0,0.0161,0.0965,0.0129,0.0129,0.0289,0.0096,0.0804,0.0386,0.2669,0.0161,0.6481,1072
43913,NA,"Great Lakes",0.6276,0.1508,0.1019,2.05,0.0026,0,0.6444,NA,1512,0.459,NA,15413,0,0.0036,0.0643,0,0,0,0.0393,0.15,0.0286,0.0071,0.0786,0.1571,0.0607,0.0143,0.1536,0.0179,0.6824,1132
40539,NA,"Great Lakes",0.7858,0.033,0.0509,1.36,0.0057,7e-04,0.6368,NA,1396,0.4155,NA,21985,0,0,0.0574,0.0034,0,0,0.0439,0.0912,0.0034,0,0.0709,0.0845,0.0338,0.2196,0.1824,0.0203,0.6411,1135
41315,NA,"Great Lakes",0.2694,0.191,0.1487,13.51,0.0027,0.0027,0.5794,NA,1466,0.4393,NA,20399,0.047,0,0.0125,0.0157,0,0.047,0.0157,0.1097,0.0063,0.0313,0.0596,0.0157,0.0282,0.21,0.1066,0.0031,0.6554,1182
36917,NA,"Great Lakes",0.6926,0.0364,0.0714,1.54,0.0056,7e-04,0.6071,NA,1428,0.3964,NA,17401,0,0,0.0415,0.0119,0,0,0.0534,0.0742,0.0178,0.0059,0.0682,0.0712,0.0801,0.0208,0.2374,0.0148,0.6905,1133
43573,NA,"Great Lakes",0.6885,0.0355,0.0507,5.04,0.0014,0,0.7734,NA,3550,0.4676,NA,25017,0,0.0012,0.0501,0.0338,0,0.1083,0.0244,0.0768,0.0116,0.014,0.0396,0.0582,0.0233,0.1281,0.1246,0.0151,0.7897,1270
42092,NA,"Great Lakes",0.7665,0.0956,0.0498,1.06,0.0077,5e-04,0.6164,NA,16157,0.4241,15677,NA,0,0.0016,0.0908,0.0238,0,0.0185,0.0114,0.0593,0.0056,0.0019,0.0678,0.0561,0.0281,0.0747,0.2698,0.0109,0.6884,1115
48709,NA,"Great Lakes",0.6477,0.116,0.0063,1.48,0.0105,0,0.381,NA,474,0.5316,NA,18299,0,0,0,0.0072,0,0,0,0,0,0,0,0,0,0.087,0.9058,0,0.5797,1039
43294,NA,"Great Lakes",0.767,0.1187,0.0076,0.97,0.0043,0.0022,0.3856,NA,927,0.4682,NA,24514,0,0,0.0114,0.0682,0,0,0.0341,0.0682,0,0.0114,0.0568,0,0.0341,0,0.2159,0,0.4885,1085
35298,NA,"Great Lakes",0.549,0.0921,0.0575,5.31,0.0022,0.0015,0.621,NA,1357,0.4164,NA,35849,0,0,0,0,0,0,0,0,0,0,0,0,0.8195,0,0,0,0.4216,1097
56293,NA,"Great Lakes",0.5959,0.1282,0.0595,6.06,0.0047,0.0015,0.6534,NA,2754,0.3744,NA,20415,0.0368,0,0.0177,0,0,0.1226,0,0.1008,0,0.0041,0.0218,0.0123,0,0.4768,0.0817,0.0027,0.8298,1163
39128,NA,"Great Lakes",0.6339,0.1806,0.0512,2.71,0.0027,8e-04,0.4511,NA,15256,0.3991,15394,NA,0.0015,0.0032,0.0507,0.023,0,0.0012,0.0153,0.033,0.0029,0.0012,0.0613,0.0616,0.0513,0.1689,0.2051,0.0085,0.757,1025
43412,NA,"Great Lakes",0.777,0.081,0.0567,1.54,0.0046,9e-04,0.4895,NA,11008,0.4851,13008,NA,0,0,0.0117,0.0226,0.0073,0.0177,0.0075,0.0286,0.0023,0,0.0117,0.0021,0.0559,0.2024,0.1796,0.001,0.809,1070
77432,NA,"Great Lakes",0.7614,0.0231,0.0516,4.41,0.0016,0,0.628,NA,1861,0.8028,NA,38117,0,0,0,0.0652,0,0.8261,0,0.0353,0.0109,0,0,0,0,0,0.038,0,0.7027,1287
36194,NA,"Great Lakes",0.779,0.0897,0.0487,2.18,0.0038,0.0019,0.5526,NA,1561,0.3824,NA,20554,0,0,0.0682,0,0,0,0.0085,0.0149,0.0043,0,0.1151,0.0021,0.032,0.0256,0.4094,0.0085,0.7339,1089
42033,NA,"Great Lakes",0.8186,0.0469,0.0551,2.46,0.0031,6e-04,0.6614,NA,21589,0.4058,18019,NA,0,0.0032,0.0668,0.028,0,0.0239,0.0309,0.0426,0.0203,0.003,0.057,0.0579,0.0413,0.1892,0.2034,0.0108,0.8275,1158
44047,NA,"Great Lakes",0.8234,0.0259,0.0739,2.1,0,0,0.7891,NA,3046,0.3772,NA,25814,0,0.0014,0.0362,0.0145,0,0.0767,0.0362,0.0709,0.0043,0.0101,0.0695,0.0564,0.0232,0.0579,0.1867,0.0101,0.7561,1233
37445,NA,"Great Lakes",0.8073,0.0128,0.0182,0.8,0.0828,0.0011,0.5414,NA,1873,0.4826,11043,NA,0,0.0017,0.0017,0.0316,0,0.0366,0.005,0.0383,0.0067,0,0.0266,0.005,0,0.1181,0.1298,0.005,0.6338,1075
53584,NA,"Great Lakes",0.667,0.0844,0.0352,3.01,0.002,0,0.5802,NA,1991,0.7378,NA,30001,0.1504,0,0.0476,0.0752,0,0.4586,0.0025,0.015,0.005,0,0.015,0,0.0426,0,0.0727,0,0.7772,1174
44860,NA,"Great Lakes",0.6244,0.1194,0.0454,2.16,0.0013,0.0026,0.6054,NA,2311,0.3276,NA,16316,0,0.0011,0.0137,0.0091,0,0,0.0148,0.0308,0.0068,0.0011,0.0205,0.0034,0.0182,0.1779,0.1916,0.0046,0.7827,1078
37333,NA,"Great Lakes",0.7189,0.1852,0.0209,1.1,0.0044,0,0.3701,NA,907,0.3815,NA,15971,0,0,0.1094,0,0,0,0.0078,0.0156,0,0,0.1133,0,0.0156,0.1172,0.2227,0,1,1002
62027,NA,"Great Lakes",0.5853,0.0427,0.0633,14.68,0.0012,5e-04,0.9189,NA,30079,0.5026,16010,NA,0.0056,0.0119,0.0332,0.1071,0,0.1591,0.0203,0.0915,0.0282,0.0043,0.0911,0.1174,0.0519,0.0334,0.0787,0.0106,0.2283,1434
50137,NA,"Great Lakes",0.6805,0.0747,0.048,5.66,0.0018,8e-04,0.7995,NA,39208,0.493,18984,NA,0.0025,9e-04,0.1163,0.0241,0,0.0885,0.0141,0.1016,0.0131,0.0016,0.0361,0.101,0.0203,0.0415,0.1806,0.0047,0.7768,1224
62106,NA,"Great Lakes",0.8811,0.0101,0.0214,1.67,0.004,3e-04,0.6843,NA,5736,0.7265,15348,NA,0,0,0.0111,0.0608,0,0.6435,0.0034,0.0197,0.0197,0,0.0094,0.0094,9e-04,0.0111,0.0523,9e-04,0.7388,1272
46193,NA,"Great Lakes",0.6884,0.0836,0.0623,8.31,0.003,0.0013,0.5631,NA,6965,0.5407,11208,NA,0,0.0121,0.0449,0.0606,0,0.1897,0.0235,0.0792,0.0178,0.0071,0.0827,0.072,0.0014,0.0307,0.2247,0.0136,0.7797,1195
40995,NA,"Great Lakes",0.7004,0.1308,0.0496,1.87,0.0069,0.0011,0.4632,NA,5343,0.3854,13352,NA,0,9e-04,0.0349,0.0453,0,0.0244,0.0218,0.0636,0.0044,0.0026,0.0846,0.0192,0.0244,0.3444,0.1639,0.0122,0.6626,1097
35323,NA,"Great Lakes",0.8558,0.0201,0.0378,0.55,0.0118,3e-04,0.466,NA,6722,0.4479,14690,NA,0,0.0058,0.0273,0.0195,0.0097,0,0.0253,0.0734,0.0084,0.0045,0.0273,0.0357,0.0676,0.1741,0.141,0.0097,0.6574,1091
49169,NA,"Great Lakes",0.6662,0.0962,0.0678,0.95,0.0033,0.0026,0.4918,NA,2744,0.574,NA,22809,0,0,0.0011,0.0167,0,0,0,0,0,0,0,0,0,0.0211,0.9321,0,0.6754,1090
42445,NA,"Great Lakes",0.7388,0.077,0.0389,4.78,0.003,0.001,0.5528,NA,15476,0.4369,11560,NA,0,0.0012,0.0576,0.0407,0,0.0823,0.0265,0.0615,0.0054,0.0027,0.0549,0.0338,0.0389,0.2265,0.196,0.0109,0.8391,1145
37866,NA,"Great Lakes",0.6531,0.2039,0.0568,0.41,0.002,0.001,0.4833,NA,986,0.5761,NA,19846,0,0,0.0442,0,0,0,0.0055,0.105,0.0055,0,0.0276,0.0276,0.0276,0,0.4088,0.0221,0.7131,964
31979,NA,"Great Lakes",0.7215,0.0253,0.0253,3.8,0.0063,0,0.5606,NA,158,0.3861,NA,19531,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0.08,0,0.6807,981
